,section_name,meeting_id,building_abb,room,monday,tuesday,wednesday,thursday,friday,saturday,sunday,frequency,section_status,days,course_id,section_title,min_credits,faculty_name,meeting_info,course_description,building_names,faculty_first,faculty_last,division,department_abbreviation,department_name,course_num,seven_week,term,start_date,end_date,start_time,end_time,gen_ed_abb,gen_ed_names,same_as,max_credits,also_fulfills,section_comments,pre_reqs,co_reqs,lab
10,CLAS-360-A,57399.0,OLIN,213,Y,,Y,,Y,,,W,A,MWF,182,The World of St. Patrick,4,P.Freeman,"09/02/2015-12/11/2015 Lecture Monday, Wednesday, Friday 01:30PM - 02:30PM, Olin, Room 213","This course explores the world of late antiquity through the life and times of a young Roman nobleman, later known as St. Patrick.  We will read the surviving letters of Patrick and other texts from the period to better understand life on the frontier of the Roman Empire in the fifth century.  Topics will include the evolution of northwest Europe from the classical to medieval period, Christianity in late antiquity and Celtic history, society and mythology. ",Olin,P,Freeman,Humanities,CLAS,Classics,360,0,Fall 2015,9/2/2015,12/17/2015,13:30,14:30,"HEPT,HIST,REL","Human Expression Primary Text,Historical,Religion",,0.0,HE,"Course can be applied toward the REL or  HEPT gen ed requirement, but not both.",,,
11,CLAS-490-A,57401.0,ARR,ARR,,,,,,,,W,A,,200,Senior Project,4,"P.Freeman,D.Davis","09/02/2015-12/17/2015 Independent Studies Days to be Announced, Times to be AnnouncedArranged, Room ARR",The senior project is a required capstone project for all classics majors in the classical studies track.  Students will work with a professor from the Classics department to develop an appropriate research project and produce a substantial research paper on their findings.,To be Announced,"P, D","Freeman, Davis",Humanities,CLAS,Classics,490,0,Fall 2015,9/2/2015,12/17/2015,NA,NA,,,,0.0,,,,,
12,GRK-101-A,57402.0,MAIN,116A,Y,,Y,,Y,,,W,A,MWF,252,Elementary Greek I,4,D.Davis,"09/02/2015-12/17/2015 Lecture Monday, Wednesday, Friday 11:00AM - 12:00PM, Main, Room 116A","The first course of a two-semester sequence emphasizing basic grammar, vocabulary, and syntax of ancient Greek. Translation passages are drawn from different Greek works, including the New Testament.",Main Building,D,Davis,Humanities,GRK,Greek,101,0,Fall 2015,9/2/2015,12/17/2015,11:00,12:00,,,,0.0,,,,,
13,GRK-201-A,57403.0,MAIN,116A,Y,,Y,,Y,,,W,A,MWF,261,Intermediate Greek,4,D.Davis,"09/02/2015-12/11/2015 Lecture Monday, Wednesday, Friday 12:15PM - 01:15PM, Main, Room 116A","A review of ancient Greek grammar, vocabulary, and syntax, followed by readings in both the New Testament and classical authors.",Main Building,D,Davis,Humanities,GRK,Greek,201,0,Fall 2015,9/2/2015,12/17/2015,12:15,13:15,HEPT,Human Expression Primary Text,,0.0,HE,,,,
14,GRK-490-A,57404.0,ARR,ARR,,,,,,,,W,A,,265,Senior Project,4,"P.Freeman,D.Davis","09/02/2015-12/17/2015 Independent Studies Days to be Announced, Times to be AnnouncedArranged, Room ARR",,To be Announced,"P, D","Freeman, Davis",Humanities,GRK,Greek,490,0,Fall 2015,9/2/2015,12/17/2015,NA,NA,,,,0.0,,,,,
15,LAT-101-A,57405.0,MAIN,112,Y,,Y,,Y,,,W,A,MWF,431,Elementary Latin I,4,A.Bulliung,"09/02/2015-12/11/2015 Lecture Monday, Wednesday, Friday 09:15AM - 10:15AM, Main, Room 112","The first course of a two-semester sequence emphasizing the basic grammar, vocabulary, and syntax of Latin.",Main Building,A,Bulliung,Humanities,LAT,Latin,101,0,Fall 2015,9/2/2015,12/17/2015,9:15,10:15,,,,0.0,,,,,
16,LAT-101-B,57406.0,MAIN,112,Y,,Y,,Y,,,W,A,MWF,431,Elementary Latin I,4,A.Bulliung,"09/02/2015-12/11/2015 Lecture Monday, Wednesday, Friday 11:00AM - 12:00PM, Main, Room 112","The first course of a two-semester sequence emphasizing the basic grammar, vocabulary, and syntax of Latin.",Main Building,A,Bulliung,Humanities,LAT,Latin,101,0,Fall 2015,9/2/2015,12/17/2015,11:00,12:00,,,,0.0,,,,,
17,LAT-201-A,57407.0,MAIN,116A,Y,,Y,,Y,,,W,A,MWF,432,Intermediate Latin,4,A.Bulliung,"09/02/2015-12/17/2015 Lecture Monday, Wednesday, Friday 01:30PM - 02:30PM, Main, Room 116A","A review of Latin grammar, vocabulary, and syntax, followed by readings from a variety of authors and works.",Main Building,A,Bulliung,Humanities,LAT,Latin,201,0,Fall 2015,9/2/2015,12/17/2015,13:30,14:30,HEPT,Human Expression Primary Text,,0.0,HE,,,,
18,LAT-301-A,57408.0,MAIN,116A,Y,,,,Y,,,W,A,MF,206,Advanced Latin Prose,4,D.Davis,"09/04/2015-12/11/2015 Lecture Monday, Friday 09:00AM - 10:15AM, Main, Room 116A","Prose readings chosen from a single Latin author or from a variety of authors within a particular genre.  Authors and works may include Cicero, Livy, Tacitus, early Christian literature, Medieval Latin orothers.  May be repeated for credit when topics vary.",Main Building,D,Davis,Humanities,LAT,Latin,301,0,Fall 2015,9/2/2015,12/17/2015,9:00,10:15,HEPT,Human Expression Primary Text,,0.0,HE,,,,
19,LAT-490-A,57409.0,ARR,ARR,,,,,,,,W,A,,433,Senior Project,4,"P.Freeman,D.Davis","09/02/2015-12/17/2015 Independent Studies Days to be Announced, Times to be AnnouncedArranged, Room ARR",,To be Announced,"P, D","Freeman, Davis",Humanities,LAT,Latin,490,0,Fall 2015,9/2/2015,12/17/2015,NA,NA,,,,0.0,,,,,
20,PSYC-130-A,57410.0,VALD,375,Y,,Y,,Y,,,W,A,MWF,461,General Psychology,4,S.Travers,"09/02/2015-12/11/2015 Lecture Monday, Wednesday, Friday 08:00AM - 09:00AM, Valders, Room 375","An introduction to the field of psychology intended for both majors and non-majors. Topics covered include social processes, personality, emotional disorders, development, thinking, testing, learning, motivation, perception, psychobiology, and animal behavior. This course is prerequisite to all other psychology courses.",Valders Hall of Science,S,Travers,Social Sciences,PSYC,Psychology,130,0,Fall 2015,9/2/2015,12/17/2015,8:00,9:00,HBSSM,Human Behavior Social Science Methods,,0.0,HB,, to all other psychology courses,,
21,PSYC-130-B,57411.0,VALD,375,Y,,Y,,Y,,,W,A,MWF,461,General Psychology,4,S.Travers,"09/02/2015-12/11/2015 Lecture Monday, Wednesday, Friday 09:15AM - 10:15AM, Valders, Room 375","An introduction to the field of psychology intended for both majors and non-majors. Topics covered include social processes, personality, emotional disorders, development, thinking, testing, learning, motivation, perception, psychobiology, and animal behavior. This course is prerequisite to all other psychology courses.",Valders Hall of Science,S,Travers,Social Sciences,PSYC,Psychology,130,0,Fall 2015,9/2/2015,12/17/2015,9:15,10:15,HBSSM,Human Behavior Social Science Methods,,0.0,HB,, to all other psychology courses,,
22,PSYC-130-C,57412.0,VALD,375,Y,,Y,,Y,,,W,A,MWF,461,General Psychology,4,S.Travers,"09/02/2015-12/11/2015 Lecture Monday, Wednesday, Friday 12:15PM - 01:15PM, Valders, Room 375","An introduction to the field of psychology intended for both majors and non-majors. Topics covered include social processes, personality, emotional disorders, development, thinking, testing, learning, motivation, perception, psychobiology, and animal behavior. This course is prerequisite to all other psychology courses.",Valders Hall of Science,S,Travers,Social Sciences,PSYC,Psychology,130,0,Fall 2015,9/2/2015,12/17/2015,12:15,13:15,HBSSM,Human Behavior Social Science Methods,,0.0,HB,, to all other psychology courses,,
23,PSYC-130-D,57413.0,VALD,349,Y,,Y,,Y,,,W,A,MWF,461,General Psychology,4,E.Bossard,"09/02/2015-12/11/2015 Lecture Monday, Wednesday, Friday 01:30PM - 02:30PM, Valders, Room 349","An introduction to the field of psychology intended for both majors and non-majors. Topics covered include social processes, personality, emotional disorders, development, thinking, testing, learning, motivation, perception, psychobiology, and animal behavior. This course is prerequisite to all other psychology courses.",Valders Hall of Science,E,Bossard,Social Sciences,PSYC,Psychology,130,0,Fall 2015,9/2/2015,12/17/2015,13:30,14:30,HBSSM,Human Behavior Social Science Methods,,0.0,HB,, to all other psychology courses,,
24,PSYC-130-E,57414.0,VALD,349,Y,,Y,,Y,,,W,A,MWF,461,General Psychology,4,E.Bossard,"09/02/2015-12/11/2015 Lecture Monday, Wednesday, Friday 02:45PM - 03:45PM, Valders, Room 349","An introduction to the field of psychology intended for both majors and non-majors. Topics covered include social processes, personality, emotional disorders, development, thinking, testing, learning, motivation, perception, psychobiology, and animal behavior. This course is prerequisite to all other psychology courses.",Valders Hall of Science,E,Bossard,Social Sciences,PSYC,Psychology,130,0,Fall 2015,9/2/2015,12/17/2015,14:45,15:45,HBSSM,Human Behavior Social Science Methods,,0.0,HB,, to all other psychology courses,,
25,PSYC-240-A,57415.0,VALD,350,Y,,Y,,Y,,,W,A,MWF,464,Developmental Psychology,4,D.Bishop,"09/02/2015-12/17/2015 Lecture Monday, Wednesday, Friday 09:15AM - 10:15AM, Valders, Room 350","Developmental psychology is the branch of psychology that studies how people change as they age. This course focuses on the description, prediction, and explanation of physical, cognitive, and psychosocial aspects of age-related change, from conception to old age.",Valders Hall of Science,D,Bishop,Social Sciences,PSYC,Psychology,240,0,Fall 2015,9/2/2015,12/17/2015,9:15,10:15,HB,Human Behavior,,0.0,,,,,
26,PSYC-240-B,57416.0,VALD,350,Y,,Y,,Y,,,W,A,MWF,464,Developmental Psychology,4,D.Bishop,"09/02/2015-12/17/2015 Lecture Monday, Wednesday, Friday 11:00AM - 12:00PM, Valders, Room 350","Developmental psychology is the branch of psychology that studies how people change as they age. This course focuses on the description, prediction, and explanation of physical, cognitive, and psychosocial aspects of age-related change, from conception to old age.",Valders Hall of Science,D,Bishop,Social Sciences,PSYC,Psychology,240,0,Fall 2015,9/2/2015,12/17/2015,11:00,12:00,HB,Human Behavior,,0.0,,,,,
27,PSYC-241-A,57417.0,VALD,254,,Y,,Y,,,,W,A,TR,465,Psychology of Health/Illness,4,L.Toussaint,"09/02/2015-12/17/2015 Lecture Tuesday, Thursday 11:00AM - 12:30PM, Valders, Room 254","This course deals with the scientific and professional contributions of the discipline of psychology to the promotion and maintenance of health; the prevention and treatment of illness; and the identification of etiologic and diagnostic correlates of health, illness, and related dysfunctions.",Valders Hall of Science,L,Toussaint,Social Sciences,PSYC,Psychology,241,0,Fall 2015,9/2/2015,12/17/2015,11:00,12:30,HB,Human Behavior,,0.0,,,,,
28,PSYC-241-B,57418.0,VALD,254,,Y,,Y,,,,W,A,TR,465,Psychology of Health/Illness,4,L.Toussaint,"09/02/2015-12/17/2015 Lecture Tuesday, Thursday 12:45PM - 02:15PM, Valders, Room 254","This course deals with the scientific and professional contributions of the discipline of psychology to the promotion and maintenance of health; the prevention and treatment of illness; and the identification of etiologic and diagnostic correlates of health, illness, and related dysfunctions.",Valders Hall of Science,L,Toussaint,Social Sciences,PSYC,Psychology,241,0,Fall 2015,9/2/2015,12/17/2015,12:45,14:15,HB,Human Behavior,,0.0,,,,,
29,PSYC-244-A,57419.0,VALD,345,Y,,Y,,Y,,,W,A,MWF,43,Animal Cognition,4,K.Gould,"09/02/2015-12/17/2015 Lecture Monday, Wednesday, Friday 01:30PM - 02:30PM, Valders, Room 345","This course is an introduction to the study of cognition in animals, including how animals perceive, think, learn, remember, and communicate. We will explore these issues within both psychological and biological frameworks, and will include topics such as evolution of intelligence, cognition as adaptation, animal consciousness, and language in apes. An emphasis on comparing animal cognitive processes to human cognition will be part of the course.",Valders Hall of Science,K,Gould,Social Sciences,PSYC,Psychology,244,0,Fall 2015,9/2/2015,12/17/2015,13:30,14:30,NWNL,Natural World Non-Lab,,0.0,,,,,
30,PSYC-349-A,57420.0,VALD,349,Y,,Y,,Y,,,W,A,MWF,201,Research Methods in Psychology,2,J.Sprung,"09/02/2015-10/23/2015 Lecture - First 7 Weeks Monday, Wednesday, Friday 08:00AM - 09:00AM, Valders, Room 349","This course provides an introduction to the ways in which the scientific method is applied to psychology. Attention is given to the methods used by psychologists to describe, predict, and explain psychological phenomena. Students will learn the nature of observational, quasti-experimental,and experimental methods, with a specific focus on issues of reliability and validity.",Valders Hall of Science,J,Sprung,Social Sciences,PSYC,Psychology,349,1,Fall 2015,9/2/2015,10/23/2015,8:00,9:00,,,,0.0,,First seven weeks.,,,
31,PSYC-350-A,57421.0,VALD,350,,Y,,Y,,,,W,A,TR,470,Behavioral Statistics,4,L.Toussaint,"09/02/2015-12/17/2015 Lecture Tuesday, Thursday 02:30PM - 04:00PM, Valders, Room 350",A first course in statistics which introduces descriptive and inferential statistical tools as they apply to organization and analysis of data in the behavioral sciences.,Valders Hall of Science,L,Toussaint,Social Sciences,PSYC,Psychology,350,0,Fall 2015,9/2/2015,12/17/2015,14:30,16:00,,,,0.0,,,,,
32,PSYC-350-B,57422.0,VALD,350,Y,,Y,,Y,,,W,A,MWF,470,Behavioral Statistics,4,D.Bishop,"09/02/2015-12/17/2015 Lecture Monday, Wednesday, Friday 01:30PM - 02:30PM, Valders, Room 350",A first course in statistics which introduces descriptive and inferential statistical tools as they apply to organization and analysis of data in the behavioral sciences.,Valders Hall of Science,D,Bishop,Social Sciences,PSYC,Psychology,350,0,Fall 2015,9/2/2015,12/17/2015,13:30,14:30,,,,0.0,,,,,
33,PSYC-354-A,57423.0,VALD,349,Y,,Y,,Y,,,W,A,MWF,475,Learning and Behavior,4,K.Gould,"09/02/2015-12/11/2015 Lecture Monday, Wednesday, Friday 11:00AM - 12:00PM, Valders, Room 349","A study of the basic theories, methodology, and findings in the areas of classical and operant conditioning and learning for both humans and animals. Applications, including behavioral modification, will be emphasized throughout the course. Lecture, discussion, and weekly laboratories.",Valders Hall of Science,K,Gould,Social Sciences,PSYC,Psychology,354,0,Fall 2015,9/2/2015,12/17/2015,11:00,12:00,,,,0.0,,Register for lecture and one lab.,,,"['PSYC-354L-A01', 'PSYC-354L-A02']"
34,PSYC-354L-A01,57424.0,VALD,350,,Y,,,,,,W,A,T,477,Learning/Behavior Lab,0,K.Gould,"09/08/2015-12/08/2015 Lab Tuesday 12:45PM - 03:00PM, Valders, Room 350",,Valders Hall of Science,K,Gould,Social Sciences,PSYC,Psychology,354L,0,Fall 2015,9/2/2015,12/17/2015,12:45,15:00,,,,0.0,,,,,
35,PSYC-354L-A02,57425.0,VALD,350,,,,Y,,,,W,A,R,477,Learning/Behavior Lab,0,K.Gould,"09/03/2015-12/10/2015 Lab Thursday 12:45PM - 03:00PM, Valders, Room 350",,Valders Hall of Science,K,Gould,Social Sciences,PSYC,Psychology,354L,0,Fall 2015,9/2/2015,12/17/2015,12:45,15:00,,,,0.0,,,,,
36,PSYC-358-A,57426.0,VALD,349,Y,,Y,,Y,,,W,A,MWF,347,Psychology of the Workplace,4,J.Sprung,"09/02/2015-12/17/2015 Lecture Monday, Wednesday, Friday 12:15PM - 01:15PM, Valders, Room 349","This course focuses on the major research areas involved in the field of Industrial-Organizational Psychology, the scientific study of people at work. Some major topic areas include job analysis, employee selection, work stress, job attitudes, motivation, and work-life balance. Lectures, discussions, and weekly laboratories will be held. Students will be involved in original research.",Valders Hall of Science,J,Sprung,Social Sciences,PSYC,Psychology,358,0,Fall 2015,9/2/2015,12/17/2015,12:15,13:15,,,,0.0,,Register for lecture and one lab.,,,"['PSYC-358L-A01', 'PSYC-358L-A02']"
37,PSYC-358L-A01,57427.0,VALD,350,,Y,,,,,,W,A,T,360,Psyc of Workplace Lab,0,J.Sprung,"09/02/2015-12/17/2015 Lab Tuesday 08:00AM - 09:30AM, Valders, Room 350",,Valders Hall of Science,J,Sprung,Social Sciences,PSYC,Psychology,358L,0,Fall 2015,9/2/2015,12/17/2015,8:00,9:30,,,,0.0,,,,,
38,PSYC-358L-A02,57428.0,VALD,350,,Y,,,,,,W,A,T,360,Psyc of Workplace Lab,0,J.Sprung,"09/02/2015-12/17/2015 Lab Tuesday 11:00AM - 12:30PM, Valders, Room 350",,Valders Hall of Science,J,Sprung,Social Sciences,PSYC,Psychology,358L,0,Fall 2015,9/2/2015,12/17/2015,11:00,12:30,,,,0.0,,,,,
39,PSYC-465-A,57429.0,VALD,345,,Y,,Y,,,,W,A,TR,478,Abnormal Psychology,4,J.Breitenstein,"09/02/2015-12/17/2015 Lecture Tuesday, Thursday 08:00AM - 09:15AM, Valders, Room 345","An examination of the major psychological disorders including depression, schizophrenia, personality disorders, psychosomatic disorders, organic disorders, and the disorders of childhood. Emphasis is placed on the description and classification of psychopathology and on the research relating to etiology and treatment.",Valders Hall of Science,J,Breitenstein,Social Sciences,PSYC,Psychology,465,0,Fall 2015,9/2/2015,12/17/2015,8:00,9:15,,,,0.0,,,,,
40,PSYC-465-B,57430.0,VALD,345,,Y,,Y,,,,W,A,TR,478,Abnormal Psychology,4,J.Breitenstein,"09/02/2015-12/17/2015 Lecture Tuesday, Thursday 11:00AM - 12:30PM, Valders, Room 345","An examination of the major psychological disorders including depression, schizophrenia, personality disorders, psychosomatic disorders, organic disorders, and the disorders of childhood. Emphasis is placed on the description and classification of psychopathology and on the research relating to etiology and treatment.",Valders Hall of Science,J,Breitenstein,Social Sciences,PSYC,Psychology,465,0,Fall 2015,9/2/2015,12/17/2015,11:00,12:30,,,,0.0,,,,,
41,PSYC-465-C,57431.0,VALD,345,,Y,,Y,,,,W,A,TR,478,Abnormal Psychology,4,J.Breitenstein,"09/02/2015-12/17/2015 Lecture Tuesday, Thursday 12:45PM - 02:15PM, Valders, Room 345","An examination of the major psychological disorders including depression, schizophrenia, personality disorders, psychosomatic disorders, organic disorders, and the disorders of childhood. Emphasis is placed on the description and classification of psychopathology and on the research relating to etiology and treatment.",Valders Hall of Science,J,Breitenstein,Social Sciences,PSYC,Psychology,465,0,Fall 2015,9/2/2015,12/17/2015,12:45,14:15,,,,0.0,,,,,
42,PSYC-490-A,57432.0,ARR,ARR,,,,,,,,W,A,,2,Senior Project,1,"D.Bishop,J.Breitenstein,K.Gould,L.Toussaint,S.Travers,J.Sprung","09/02/2015-12/17/2015 Independent Studies Days to be Announced, Times to be AnnouncedArranged, Room ARR",,To be Announced,"D, J, K, L, S, J","Bishop, Breitenstein, Gould, Toussaint, Travers, Sprung",Social Sciences,PSYC,Psychology,490,0,Fall 2015,9/2/2015,12/17/2015,NA,NA,,,,0.0,,,,,
43,POLS-239-A,57433.0,KORE,218,,Y,,Y,,,,W,A,TR,378,St:internationl Organizations,4,P.Dos Santos,"09/02/2015-12/17/2015 Lecture Tuesday, Thursday 12:45PM - 02:15PM, Koren, Room 218","In this course students will explore the role of international organizations in today's global political landscape.  By exploring the political history of key international organizations (The United Nations, The International Monetary Fund, and the European Union), students will learn about the role of cooperation in today's globalized political and economic systems, as well as explore the limits of cooperation.",Koren,P,Dos Santos,Social Sciences,POLS,Political Science,239,0,Fall 2015,9/2/2015,12/17/2015,12:45,14:15,"HIST,HBSSM","Historical,Human Behavior Social Science Methods",,0.0,HB,,,,
44,EDUC-255-A,57434.0,JENS,SPER,,Y,,,,,,W,A,T,122,Percussion Methods,2,M.Geary,"09/02/2015-12/17/2015 Lecture Tuesday 12:45PM - 02:15PM, Jenson Noble Hall of Music, Room SPER","Methods and materials of teaching percussion instruments to elementary and secondary students. Includes knowledge of and proficiency with percussion instruments, pedagogy, materials, assessment and grading for individual and small group studio lessons. Required for instrumental music licensure.",Jenson-Noble Hall of Music,M,Geary,Social Sciences,EDUC,Education,255,0,Fall 2015,9/2/2015,12/17/2015,12:45,14:15,,,,0.0,,,,,
45,EDUC-260-A,57435.0,JENS,SPER,Y,,Y,,Y,,,W,A,MWF,97,Brass Methods,2,"M.Smith,R.Shaffer,J.Cord","09/02/2015-12/17/2015 Lecture Monday, Wednesday, Friday 01:30PM - 02:30PM, Jenson Noble Hall of Music, Room SPER","Methods and materials of teaching brass instruments to elementary and secondary students. Includes knowledge of and proficiency on brass instruments, pedagogy, materials, assessment and grading for individual and small group studio lessons. Required for instrumental music licensure.",Jenson-Noble Hall of Music,"M, R, J","Smith, Shaffer, Cord",Social Sciences,EDUC,Education,260,0,Fall 2015,9/2/2015,12/17/2015,13:30,14:30,,,,0.0,,,,,
46,EDUC-265-A,57436.0,JENS,SPER,,Y,,Y,,,,W,A,TR,120,Double Reeds Methods,2,H.Armstrong,"09/02/2015-12/17/2015 Lecture Tuesday, Thursday 11:00AM - 11:40AM, Jenson Noble Hall of Music, Room SPER","Methods and materials of teaching double reed instruments to elementary and secondary students. Includes knowledge of and proficiency on double reed instruments, pedagogy, materials, assessment and grading for individual and small group studio lessons. Required for instrumental music licensure.",Jenson-Noble Hall of Music,H,Armstrong,Social Sciences,EDUC,Education,265,0,Fall 2015,9/2/2015,12/17/2015,11:00,11:40,,,,0.0,,,,,
47,EDUC-275-A,57437.0,JENS,ORCH,Y,,Y,,Y,,,W,A,MWF,123,"Flute, Clarinet and Saxophone",2,"M.Chesher,C.Hester","09/02/2015-12/11/2015 Lecture Monday, Wednesday, Friday 11:00AM - 12:00PM, Jenson Noble Hall of Music, Room ORCH","Methods and materials of teaching these instruments to elementary and secondary students. Includes knowledge of and proficiency on these instruments, pedagogy, materials, assessment and grading for individual and small group studio lessons. Required for instrumental music licensure.",Jenson-Noble Hall of Music,"M, C","Chesher, Hester",Social Sciences,EDUC,Education,275,0,Fall 2015,9/2/2015,12/17/2015,11:00,12:00,,,,0.0,,,,,
